5718,2
5054,2
5595,2
6113,2
5532,2
6039,2
6010,2
5798,2
6110,2
6182,2
5300,2
5818,2
6102,2
5755,2
5263,2
5804,2
5218,2
6351,2
5257,2
5320,2
6205,2
5297,2
5180,2
5303,2
5495,2
6485,2
6462,2
5615,2
5366,2
5964,2
6013,2
6136,2
6222,2
6325,2
5830,2
6156,2
5821,2
5160,2
5538,2
6036,2
5395,2
6193,2
5060,2
6056,2
6248,2
6199,2
6448,2
5881,2
5455,2
5787,2
6119,2
6096,2
6165,2
6288,2
5726,2
5749,2
6367,2
5394,2
6227,2
5345,2
5471,2
5251,2
6178,2
5869,2
5829,2
5288,2
5783,2
6127,2
5626,2
5434,2
5440,2
6393,2
6293,2
5162,2
5835,2
6476,2
5666,2
6336,2
6307,2
6138,2
5643,2
5543,2
6230,2
5969,2
5248,2
5125,2
6384,2
6284,2
5079,2
6407,2
5935,2
5188,2
6184,2
6267,2
5028,2
6285,2
6262,2
5849,2
5949,2
5314,2
5065,2
6147,2
6104,2
6241,2
5712,2
5649,2
5992,2
6433,2
6041,2
5912,2
5059,2
5738,2
5907,2
5838,2
5552,2
5197,2
6162,2
5569,2
5744,2
6362,2
5283,2
6279,2
6431,2
6308,2
5103,2
5778,2
5535,2
5143,2
6268,2
5144,2
6315,2
5582,2
6232,2
5923,2
6286,2
5791,2
5645,2
5104,2
6140,2
5883,2
6069,2
5737,2
6401,2
5528,2
6252,2
5319,2
5307,2
6089,2
6160,2
5058,2
5960,2
5711,2
5213,2
6295,2
6003,2
6103,2
6146,2
6152,2
5113,2
5605,2
5668,2
6332,2
5004,2
5359,2
6023,2
5027,2
6444,2
5313,2
5903,2
5765,2
5734,2
5579,2
6421,2
6235,2
5571,2
5502,2
5788,2
5001,2
6258,2
5479,2
6335,2
6329,2
5642,2
6415,2
5917,2
5207,2
6132,2
5797,2
6203,2
5239,2
6026,2
6080,2
6318,2
5439,2
6126,2
5748,2
5393,2
6389,2
6438,2
5184,2
5133,2
6481,2
6040,2
6187,2
5523,2
6118,2
5617,2
6281,2
5053,2
5646,2
5669,2
5769,2
6100,2
5067,2
6149,2
5559,2
6341,2
5267,2
5316,2
6427,2
5099,2
5408,2
6072,2
5122,2
5786,2
6206,2
6255,2
5900,2
5508,2
6063,2
6086,2
5445,2
5273,2
5516,2
5061,2
6106,2
6057,2
5110,2
5230,2
5290,2
5396,2
6392,2
5311,2
6493,2
5460,2
5952,2
5858,2
5597,2
6261,2
5566,2
5554,2
6399,2
5995,2
5511,2
5989,2
5866,2
6081,2
5852,2
5354,2
6350,2
5709,2
6244,2
5746,2
6158,2
5225,2
5889,2
6064,2
5468,2
5062,2
5540,2
5932,2
5926,2
5245,2
5972,2
5686,2
5377,2
5531,2
6316,2
5886,2
5285,2
5483,2
5139,2
5878,2
5583,2
6124,2
5191,2
6273,2
5752,2
5703,2
5088,2
5254,2
5098,2
5169,2
6094,2
5146,2
6426,2
5384,2
5198,2
5221,2
5501,2
5785,2
5175,2
6257,2
6234,2
5816,2
6357,2
5152,2
6334,2
5378,2
5046,2
6374,2
5129,2
5687,2
6363,2
5138,2
5825,2
6397,2
5421,2
5842,2
6111,2
5793,2
5805,2
6303,2
5556,2
5401,2
5464,2
6097,2
5507,2
5358,2
5364,2
5055,2
5049,2
6360,2
5859,2
5836,2
5120,2
5020,2
6004,2
6260,2
5026,2
6354,2
5149,2
6406,2
5919,2
6177,2
5135,2
5942,2
6483,2
5968,2
5985,2
5327,2
5381,2
6022,2
6366,2
6323,2
5481,2
5590,2
5427,2
6314,2
6068,2
5730,2
6469,2
5679,2
5951,2
6300,2
5553,2
6151,2
5161,2
5659,2
5702,2
6443,2
5298,2
5796,2
5424,2
5347,2
6014,2
5438,2
5770,2
5779,2
5467,2
5112,2
5418,2
6337,2
5318,2
5355,2
5945,2
6400,2
6294,2
5324,2
5759,2
5447,2
5773,2
5710,2
6386,2
5567,2
5106,2
5118,2
